Location ID,Name,Rating,No of reviews,Default URL,Image URL,Description
850136,La Petite Périgourdine,4.0,1367,https://www.tripadvisor.com/Restaurant_Review-g187147-d850136-Reviews-La_Petite_Perigourdine-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/b4/84/79/20180918-202646-largejpg.jpg?w={width}&h={height}&s=1,
7852095,East Mamma,4.5,2514,https://www.tripadvisor.com/Restaurant_Review-g187147-d7852095-Reviews-East_Mamma-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/9f/47/2d/east-mamma.jpg?w={width}&h={height}&s=1,Big Mamma restaurants are laid-back trattoria serving the most authentic Italian food. We buy all our products in Italy. We cook 100% home made. With love.
15318758,La MiN,5.0,678,https://www.tripadvisor.com/Restaurant_Review-g187147-d15318758-Reviews-La_MiN-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/81/a0/f1/salle-voutee.jpg?w={width}&h={height}&s=1,
8074327,Restaurant L'INITIAL,5.0,531,https://www.tripadvisor.com/Restaurant_Review-g187147-d8074327-Reviews-Restaurant_L_INITIAL-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/e6/2a/b6/restaurant-l-initial.jpg?w={width}&h={height}&s=1,Opening Times Lunch | Wednesday to Saturday 12.00pm to 1.30pm Dinner | Tuesday to Saturday 7.00pm to 9.00pm
2218008,Casa Festa,4.5,786,https://www.tripadvisor.com/Restaurant_Review-g187147-d2218008-Reviews-Casa_Festa-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/82/df/b1/photo0jpg.jpg?w={width}&h={height}&s=1,
3205923,Les 110 de Taillevent,4.5,1134,https://www.tripadvisor.com/Restaurant_Review-g187147-d3205923-Reviews-Les_110_de_Taillevent-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/ad/0e/96/restaurant-les-110-de.jpg?w={width}&h={height}&s=1,
1871995,Chez Gabrielle,4.5,1127,https://www.tripadvisor.com/Restaurant_Review-g187147-d1871995-Reviews-Chez_Gabrielle-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/f1/05/fb/20181003-210041-largejpg.jpg?w={width}&h={height}&s=1,
714972,L'Ami Jean,4.0,1308,https://www.tripadvisor.com/Restaurant_Review-g187147-d714972-Reviews-L_Ami_Jean-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/4a/5a/18/cold-cut-appetizer.jpg?w={width}&h={height}&s=1,"L'Ami Jean is a Parisian restaurant. Chef Stephane Jego, born in Britain, wanted to keep some of the BASQ identity ue of the restaurant when he resumed teaching in 2002, and made ​​it one of the jewels of the trend of the gastro-bistro capital. Trained by Yves Camdeborde to Regalade in the 90s, Stephan started to stand on its own feet ten years later to provide insider unique culinary experiences, sincere and renewed. Because the constant questioning is his credo. Around a cohesive team, it offers exceptional products through recipes (re) invented daily, always claiming a special relationship with many producers. The restaurant is open from Tuesday to Saturday."
8299272,Les Rupins,4.5,1170,https://www.tripadvisor.com/Restaurant_Review-g187147-d8299272-Reviews-Les_Rupins-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/28/5c/15/5b/passion-et-frites-de.jpg?w={width}&h={height}&s=1,
715030,Costes,3.5,2010,https://www.tripadvisor.com/Restaurant_Review-g187147-d715030-Reviews-Costes-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/38/92/de/le-patio.jpg?w={width}&h={height}&s=1,"A succession of cozy dining rooms, a famous ”5-star” chimney, long galleries bathed in light, where you can see without being seen, and of course, the terrace, an Italian-style patio, which has become one of the places to be in Paris… At Hotel Costes, meals are served all hours of the day and night. Jean-Louis Costes has created a menu that includes his favorite dishes. The results? Simple, fresh, and compelling, the restaurant’s traditional gastronomy combined with a contemporary gourmet approach has proven to be a booming success. The menu at this new generation gastronomic restaurant offers an eclectic range of “signature” dishes made using seasonal ingredients: delectable asparagus for a light lunch, ""foie gras"" that may be shared by two guests as a delightful snack as well as the ‘tigre qui pleure’ marinated beef dish or the magnificent veal chop (limousine breed with full traceability) for an epicurean dinner. Enjoy dining while listening to DJ sets that create a relaxed and gla"
695114,Au Pied de Cochon,3.5,4688,https://www.tripadvisor.com/Restaurant_Review-g187147-d695114-Reviews-Au_Pied_de_Cochon-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/f4/1a/16/au-pied-de-cochon.jpg?w={width}&h={height}&s=1,"A real beating heart of the capital, close to the Canopée des Halles and the Louvre, Au Pied de Cochon was the first establishment to offer continuous service and to open at night when it opened in 1947. This legendary Parisian brasserie welcomes its customers in a very friendly atmosphere, serving generous traditional French cuisine."
718138,Auberge Bressane,4.5,687,https://www.tripadvisor.com/Restaurant_Review-g187147-d718138-Reviews-Auberge_Bressane-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/f7/61/8d/auberge-bressane.jpg?w={width}&h={height}&s=1,
718125,L'Ardoise,4.0,1143,https://www.tripadvisor.com/Restaurant_Review-g187147-d718125-Reviews-L_Ardoise-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/43/c2/bc/chocolate-slab-with-caramel.jpg?w={width}&h={height}&s=1,
719214,Le Petit Prince de Paris,4.0,1102,https://www.tripadvisor.com/Restaurant_Review-g187147-d719214-Reviews-Le_Petit_Prince_de_Paris-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/c9/8f/31/noix-de-saint-jacques.jpg?w={width}&h={height}&s=1,
4216715,Monsieur Bleu,4.0,2005,https://www.tripadvisor.com/Restaurant_Review-g187147-d4216715-Reviews-Monsieur_Bleu-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/d2/2a/43/monsieur-bleu.jpg?w={width}&h={height}&s=1,
13387881,Chez Ajia,5.0,756,https://www.tripadvisor.com/Restaurant_Review-g187147-d13387881-Reviews-Chez_Ajia-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/22/72/d4/c5/notre-restaurant-est.jpg?w={width}&h={height}&s=1,"A Taiwanese restaurant in Paris, right in the heart of quartier Marais. We present the authentique taiwanese cuisine of quality in the City of Lights."
695136,Auguste,4.5,589,https://www.tripadvisor.com/Restaurant_Review-g187147-d695136-Reviews-Auguste-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/c5/cf/be/sorbet-perfum-with-hibiscus.jpg?w={width}&h={height}&s=1,
1954163,Moustache,4.5,414,https://www.tripadvisor.com/Restaurant_Review-g187147-d1954163-Reviews-Moustache-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/44/42/92/chou-aux-fraises.jpg?w={width}&h={height}&s=1,"Welcoming, chic and relaxed, Moustache offers a blended cooking, full of flavors and seasonings, in a cosy, jazzy and very pleasurable atmosphere. Not to be missed: marinated meats with a side of tamarind and seasoning sauce... NB: vegetarian and gluten-free dishes"
2074226,Il Forno Di Napoli,4.5,1239,https://www.tripadvisor.com/Restaurant_Review-g187147-d2074226-Reviews-Il_Forno_Di_Napoli-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/f1/4c/c8/img-20180121-145852-largejpg.jpg?w={width}&h={height}&s=1,"Here restoring traditional neapolitan, pizza in wood fires, open from monday till thursday of 12:00 am at 3 pm and of 7:00 pm 00 from friday till saturday of 12:00 am at 3:00 pm and of 19 hours 0 a hour 30 on sunday of 12:00 am 00 and 7:00 pm at 11:00 pm. Dishes, antipastis and pizzas are to be taken if you want to feast at home; it is advised to reserve friday and saturday."
9566600,New Jawad,4.5,654,https://www.tripadvisor.com/Restaurant_Review-g187147-d9566600-Reviews-New_Jawad-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/11/b2/70/salle-2.jpg?w={width}&h={height}&s=1,
779884,Au fil des saisons,4.5,413,https://www.tripadvisor.com/Restaurant_Review-g187147-d779884-Reviews-Au_fil_des_saisons-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/26/4a/04/93/au-fil-des-saisons-restaurant.jpg?w={width}&h={height}&s=1,"3rd district, between the subway stations Temple and Arts et Métiers. Stones and exposed beams, cozy room: here is a good decor to travel to Au Fil des Saisons. The chef invites you to discover a menu elaborated according to the seasons with excellent products. For lunch and dinner, his traditional French cuisine combines original flavors composed from fresh products of the moment. As a lover of organic wines, the owner will advise you with accuracy. The small size of the restaurant, the subdued lighting and its location in a small alley make it the perfect meeting point for a romantic dinner."
1835884,Ciasa Mia,4.5,560,https://www.tripadvisor.com/Restaurant_Review-g187147-d1835884-Reviews-Ciasa_Mia-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/21/7f/33/5d/pates-aux-coquilles-saint.jpg?w={width}&h={height}&s=1,
3210703,Salento Marais,4.5,665,https://www.tripadvisor.com/Restaurant_Review-g187147-d3210703-Reviews-Salento_Marais-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/07/5a/8b/wwwsalentomaraiscom.jpg?w={width}&h={height}&s=1,
6883493,Assanabel Saint-Germain,5.0,356,https://www.tripadvisor.com/Restaurant_Review-g187147-d6883493-Reviews-Assanabel_Saint_Germain-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/21/b5/5c/b6/mezzes-at-assanabel.jpg?w={width}&h={height}&s=1,
8114676,Guy Savoy,4.5,979,https://www.tripadvisor.com/Restaurant_Review-g187147-d8114676-Reviews-Guy_Savoy-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/a2/f9/64/la-tomate-qui-s-eclate.jpg?w={width}&h={height}&s=1,"Restaurant Guy Savoy, ranked amongst the very best in every gastronomic guide, is situated in Monnaie de Paris, spread across six 18th century salons offering views onto the Seine, the Louvre, the Pont Neuf and the Institut de France. Here architect Jean-Michel Wilmotte envisaged a setting at once restrained and contemporary, where works of art stoke the fires of modernity and where the dining table becomes a veritable theatrical stage, focusing and capturing light. Guy Savoy’s dining room is one of conviviality, warmth and impeccable service, where the cuisine expresses the sensitivity of a chef wholly at ease in this modern era: Artichoke soup with black truffle and layered truffled mushroom brioche; Red mullet ‘swimming in the sea’; Millefeuille ‘à la minute’ with Tahitian vanilla… As Guy Savoy puts it, “Cuisine is the art of instantly transforming produce rich with history into joy.”"
718685,La Luna,4.5,229,https://www.tripadvisor.com/Restaurant_Review-g187147-d718685-Reviews-La_Luna-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-s/02/ce/3b/ca/la-luna.jpg?w={width}&h={height}&s=1,
816759,Jardin du Kashmir,5.0,657,https://www.tripadvisor.com/Restaurant_Review-g187147-d816759-Reviews-Jardin_du_Kashmir-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/b5/64/ca/le-jardin-du-kashmir.jpg?w={width}&h={height}&s=1,
793191,Restaurant Astier,4.0,661,https://www.tripadvisor.com/Restaurant_Review-g187147-d793191-Reviews-Restaurant_Astier-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/a2/ba/4c/astier.jpg?w={width}&h={height}&s=1,"One of the oldest and most famous quality bistrot in Paris, located in the popular 11th arrondissement. It is well known for it high quality of food, amazing wine list, huge cheese tray, Rhum baba and warm welcoming."
714962,Chez Georges,4.0,707,https://www.tripadvisor.com/Restaurant_Review-g187147-d714962-Reviews-Chez_Georges-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/63/ea/26/la-salle-de-l-entree.jpg?w={width}&h={height}&s=1,
12663219,Restaurant Eels,4.5,484,https://www.tripadvisor.com/Restaurant_Review-g187147-d12663219-Reviews-Restaurant_Eels-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/be/e9/b0/exterieur.jpg?w={width}&h={height}&s=1,
2080368,Restaurant Akrame,4.5,651,https://www.tripadvisor.com/Restaurant_Review-g187147-d2080368-Reviews-Restaurant_Akrame-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/a4/90/6e/keuken.jpg?w={width}&h={height}&s=1,
3485727,La Vie d'Ange,4.5,691,https://www.tripadvisor.com/Restaurant_Review-g187147-d3485727-Reviews-La_Vie_d_Ange-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/03/e2/70/75/la-vie-d-ange.jpg?w={width}&h={height}&s=1,"We propose French traditional ""bistronomic"" cuisine with fresh products only, and propose an exceptional choice of french wines (bottles or glasses) that we personally selected. We are located between the Catacombes and the Marriot Rive Gauche Hotel. Open for Lunch and Dinner from Monday to Friday and for Dinner only on Saturday. Closed Sunday. Thierry and Aida will welcome you in their little for a delicious gastronomic and oenological experience....At a very reasonable price. You can also ask for a fixed-price menu for groups (+10 people), or privatize the restaurant for special events (from 25 to 40 people) Contact us by mail on our web-site."
2313721,La Vache et Le Cuisinier,4.5,1176,https://www.tripadvisor.com/Restaurant_Review-g187147-d2313721-Reviews-La_Vache_et_Le_Cuisinier-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/c3/f9/0f/entrecote-rare-not-alway.jpg?w={width}&h={height}&s=1,"Only opened for about one month.Same owner as Le Potager,16 rue des trois freres, and Le jardin d'en face, 29 rue des trois freres."
3894649,La Cave Gourmande,4.5,735,https://www.tripadvisor.com/Restaurant_Review-g187147-d3894649-Reviews-La_Cave_Gourmande-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/ef/8b/ea/photo2jpg.jpg?w={width}&h={height}&s=1,
6424345,Gloria Restaurant,4.5,546,https://www.tripadvisor.com/Restaurant_Review-g187147-d6424345-Reviews-Gloria_Restaurant-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/5a/15/77/la-salle.jpg?w={width}&h={height}&s=1,
719134,Le Hangar,4.5,496,https://www.tripadvisor.com/Restaurant_Review-g187147-d719134-Reviews-Le_Hangar-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/19/62/8b/b7/1010254-largejpg.jpg?w={width}&h={height}&s=1,
9821217,Canard & Champagne,4.5,1036,https://www.tripadvisor.com/Restaurant_Review-g187147-d9821217-Reviews-Canard_Champagne-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/77/9e/5b/magret-de-canard-dans.jpg?w={width}&h={height}&s=1,"We are the French Paradox. We serve duck and champagne, and we do it great. Come and taste the French flavour in our 200 years old restaurant right in the middle of Paris!"
719894,Savannah Cafe,4.5,687,https://www.tripadvisor.com/Restaurant_Review-g187147-d719894-Reviews-Savannah_Cafe-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/0c/c6/ee/sampler-plate-petit-mezze.jpg?w={width}&h={height}&s=1,
13337132,"L'Entente, Le British Brasserie",4.5,626,https://www.tripadvisor.com/Restaurant_Review-g187147-d13337132-Reviews-L_Entente_Le_British_Brasserie-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/82/f8/e9/getlstd-property-photo.jpg?w={width}&h={height}&s=1,"Inspired by Traditional British Cuisine, but dedicated to Excellent French Terroir Products, except for the cheese..."
3537192,Comme Chai Toi - Notre Dame,4.5,805,https://www.tripadvisor.com/Restaurant_Review-g187147-d3537192-Reviews-Comme_Chai_Toi_Notre_Dame-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/a2/c6/33/lumineux-et-intimiste.jpg?w={width}&h={height}&s=1,
11929974,Cook' n Saj,5.0,760,https://www.tripadvisor.com/Restaurant_Review-g187147-d11929974-Reviews-Cook_n_Saj-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/02/82/64/our-homemade-sauce-or.jpg?w={width}&h={height}&s=1,Mediterranean fusion restaurant serving soulful food to unique people. Come and experience our way of hosting.
719200,Le Perron,4.5,171,https://www.tripadvisor.com/Restaurant_Review-g187147-d719200-Reviews-Le_Perron-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/1a/73/1a/cannoli-alla-siciliana.jpg?w={width}&h={height}&s=1,
719921,Takara,4.5,445,https://www.tripadvisor.com/Restaurant_Review-g187147-d719921-Reviews-Takara-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/88/a3/24/photo0jpg.jpg?w={width}&h={height}&s=1,
2708537,La Corte,4.5,315,https://www.tripadvisor.com/Restaurant_Review-g187147-d2708537-Reviews-La_Corte-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/53/d2/46/facade-en-fond-de-cour.jpg?w={width}&h={height}&s=1,
718009,Le Georges,3.5,3045,https://www.tripadvisor.com/Restaurant_Review-g187147-d718009-Reviews-Le_Georges-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/5f/01/b4/la-salle-du-georges.jpg?w={width}&h={height}&s=1,
695222,Brasserie Lipp,3.5,3276,https://www.tripadvisor.com/Restaurant_Review-g187147-d695222-Reviews-Brasserie_Lipp-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/f3/ed/ea/brasserie-lipp.jpg?w={width}&h={height}&s=1,
695218,Bouillon Julien,3.5,2339,https://www.tripadvisor.com/Restaurant_Review-g187147-d695218-Reviews-Bouillon_Julien-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/5b/30/be/interieur-de-bouillon.jpg?w={width}&h={height}&s=1,
1932236,Au 35,4.0,509,https://www.tripadvisor.com/Restaurant_Review-g187147-d1932236-Reviews-Au_35-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/37/6c/87/dessert-aux-fraises.jpg?w={width}&h={height}&s=1,"hostess welcomed us with a smile. The food was prepared with love, care, and the best ingredients. Just a perfect tiny and elegant room with an aura of good work done with delight and fine food offered without any attitude of preciousness. Quiet and charming surroundings. Chic without being a slave to fashion."
2032366,Santa Carne,4.5,1129,https://www.tripadvisor.com/Restaurant_Review-g187147-d2032366-Reviews-Santa_Carne-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/19/4e/9f/b9/santa-carne-la-salle.jpg?w={width}&h={height}&s=1,
6483261,Bissac,4.5,492,https://www.tripadvisor.com/Restaurant_Review-g187147-d6483261-Reviews-Bissac-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/28/76/d4/de/le-bissac-vous-accueille.jpg?w={width}&h={height}&s=1,"Discover Bissac, a restaurant near Bourse area, serving french gastronomic cuisine. Terrasse, wine cave, and two diner rooms will welcome any kind of event : with friends, romantic dinner, or business meeting."
8504956,Les Trublions,4.5,437,https://www.tripadvisor.com/Restaurant_Review-g187147-d8504956-Reviews-Les_Trublions-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/fd/a4/4e/photo0jpg.jpg?w={width}&h={height}&s=1,"Raula & Romain are happy and proud, after 18 years (for Romain) and 10 years (for Raula), to welcome you to their small, cosy and intimate Bistrot Gourmand. After 2 months of hard work and decoration, Les Trublions opened and we would like you to be part of it's first chapter . We wanted to make this place our life project and a blend of our passions: that of receiving, that of good taste without any fuss, that of sharing flavours, that of smiles and pleasure, that of good wine and good memories.We would like to transform this place into a cocoon for our guests as well as for ourselves by sharing a moment of simplicity where timeless values like good wine, food and words combine. Culinary and Gastronomic Regards."
4597792,Poulette,4.5,359,https://www.tripadvisor.com/Restaurant_Review-g187147-d4597792-Reviews-Poulette-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/d0/99/6a/le-bar.jpg?w={width}&h={height}&s=1,
778973,Le Relais De Venise - Depuis 1959,4.0,2001,https://www.tripadvisor.com/Restaurant_Review-g187147-d778973-Reviews-Le_Relais_De_Venise_Depuis_1959-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/4f/28/f5/paris-porte-maillot.jpg?w={width}&h={height}&s=1,
719090,Le Comptoir du Relais,4.0,1838,https://www.tripadvisor.com/Restaurant_Review-g187147-d719090-Reviews-Le_Comptoir_du_Relais-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/f0/b5/99/le-comptoir-du-relais.jpg?w={width}&h={height}&s=1,
718719,La Rotonde,4.0,2061,https://www.tripadvisor.com/Restaurant_Review-g187147-d718719-Reviews-La_Rotonde-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/5a/c7/58/photo1jpg.jpg?w={width}&h={height}&s=1,"La Rotonde est une celebre brasserie du 105, boulevard du Montparnasse a Paris, creee en 1911 par Victor Libion."
695185,Benoit,4.0,1985,https://www.tripadvisor.com/Restaurant_Review-g187147-d695185-Reviews-Benoit-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/03/9a/2d/93/benoit.jpg?w={width}&h={height}&s=1,"Just a few steps away from the Hôtel de Ville, discover the unique universe and authentic fare of this legendary bistrot…A favorite address of all lovers of great French food who appreciate its family spirit and warm and friendly atmosphere; the restaurant Benoit which opened in 1912, remains one of the last authentic Parisians bistrots.Enjoy the most typical and traditional foods, served on large porcelain plates in this memorable setting, decorated with large mirrors , etched glass panels, columns, tiles and woodwork. A delicious break in a timeless setting! Alain Ducasses’ suggestions: Veal tongue Lucullus, Snails in the shell with garlic butter and herbs."
714994,Chez Paul,4.0,1904,https://www.tripadvisor.com/Restaurant_Review-g187147-d714994-Reviews-Chez_Paul-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/26/fa/84/chez-paul.jpg?w={width}&h={height}&s=1,
715003,Robert et Louise,4.0,1529,https://www.tripadvisor.com/Restaurant_Review-g187147-d715003-Reviews-Robert_et_Louise-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/03/73/29/5a/chez-robert-et-louise.jpg?w={width}&h={height}&s=1,
2308085,Bourgogne Sud,4.5,1005,https://www.tripadvisor.com/Restaurant_Review-g187147-d2308085-Reviews-Bourgogne_Sud-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/e3/ee/d2/img-20170714-wa0023-largejpg.jpg?w={width}&h={height}&s=1,
718669,La Fresque,4.5,752,https://www.tripadvisor.com/Restaurant_Review-g187147-d718669-Reviews-La_Fresque-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/05/d7/a9/d4/la-fresque.jpg?w={width}&h={height}&s=1,
19318900,La Table De Colette,5.0,1271,https://www.tripadvisor.com/Restaurant_Review-g187147-d19318900-Reviews-La_Table_De_Colette-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/1c/08/a0/notre-salle.jpg?w={width}&h={height}&s=1,"Tasty cuisine with respect for the planet, that's the challenge of La Table De Colette. Drawing inspiration primarily from the vegetable garden, but not only. Come and discover the gastronomic delights of Josselin MARIE's eco-friendly cuisine while reducing your carbon footprint. We offer 3, 5, or 7-course blind menus to showcase the best of French production. As a Breton, the Chef cannot overlook seafood, and for those with hearty appetites, the 7-course menu includes a meat sequence. We've chosen to welcome all food enthusiasts, adapting to a variety of special diets (vegan, vegetarian, gluten-free, lactose-free)."
2437739,Verse Toujours,5.0,368,https://www.tripadvisor.com/Restaurant_Review-g187147-d2437739-Reviews-Verse_Toujours-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/21/b7/44/95/logo-vt.jpg?w={width}&h={height}&s=1,
718092,Kong,3.5,3870,https://www.tripadvisor.com/Restaurant_Review-g187147-d718092-Reviews-Kong-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/3e/35/6e/kong-restaurant.jpg?w={width}&h={height}&s=1,
952562,Le Potager du Marais,4.0,855,https://www.tripadvisor.com/Restaurant_Review-g187147-d952562-Reviews-Le_Potager_du_Marais-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/03/b1/a1/82/le-potager-du-marais.jpg?w={width}&h={height}&s=1,
718178,L'Ilot Vache,4.0,745,https://www.tripadvisor.com/Restaurant_Review-g187147-d718178-Reviews-L_Ilot_Vache-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/83/d7/94/des-fleurs-comme-separation.jpg?w={width}&h={height}&s=1,
718076,Josephine Chez Dumonet,4.0,889,https://www.tripadvisor.com/Restaurant_Review-g187147-d718076-Reviews-Josephine_Chez_Dumonet-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/5e/2a/bc/chez-dumonet.jpg?w={width}&h={height}&s=1,
1580042,Chez Fernand Christine,4.0,1060,https://www.tripadvisor.com/Restaurant_Review-g187147-d1580042-Reviews-Chez_Fernand_Christine-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/9e/8f/b5/photo2jpg.jpg?w={width}&h={height}&s=1,
12049022,L'Epidon Restaurant Bio et Cave a Vins,4.5,179,https://www.tripadvisor.com/Restaurant_Review-g187147-d12049022-Reviews-L_Epidon_Restaurant_Bio_et_Cave_a_Vins-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/89/70/90/20190125-204104-largejpg.jpg?w={width}&h={height}&s=1,"French restaurant, organic food and wine. Cocooning place."
8609394,24 Le Restaurant,4.5,455,https://www.tripadvisor.com/Restaurant_Review-g187147-d8609394-Reviews-24_Le_Restaurant-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/28/70/1e/03/le-chef-du-24.jpg?w={width}&h={height}&s=1,
805948,Les Fous de l'Île,4.0,1403,https://www.tripadvisor.com/Restaurant_Review-g187147-d805948-Reviews-Les_Fous_de_l_Ile-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/78/a3/f2/les-fous-de-l-ile-vous.jpg?w={width}&h={height}&s=1,"Typical and raunchy, just enough not to lose its soul, this Ile Saint-Louis institution led by the sparkling director Caroline Jamois provides attentive service and nothing but good food on the plate. Readable but far from boring, sometimes audacious but always fair, Chef Jonathan Lafon's cuisine is above all generous and convivial. Of those who go through the fashions and the seasons without batting an eyelid and who never disappoint. The same generosity on the wine side with a menu as rich as it is well sourced. Placing conviviality at the heart of its selection, the team has made the daring bet of large containers with, a rare occurrence, a fine choice of magnums and Jeroboam: festive bottles predestined for large tables. An address from the heart as we no longer do enough."
719464,Vaudeville,4.0,1503,https://www.tripadvisor.com/Restaurant_Review-g187147-d719464-Reviews-Vaudeville-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/c9/16/e4/terrasse.jpg?w={width}&h={height}&s=1,
